,airport_ref,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,wikipedia_link,small_airport,medium_airport,large_airport,frequency_mhz
37642,4178,LFOQ,small_airport,Aérodrome de Blois-Le Breuil,47.678502,1.20884,398,EU,FR,FR-CVL,Blois/Le Breuil,no,LFOQ,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Blois_-_Le_Breuil,1,0,0,[118.45]
37649,28968,LFOX,small_airport,Aérodrome d'Étampes-Mondésir,48.381901,2.07528,494,EU,FR,FR-IDF,Guillerval,no,LFOX,,,1,0,0,"[129.9, 121.85, 119.05]"
37651,4182,LFOZ,small_airport,Orléans – Saint-Denis-de-l'Hôtel Airport,47.8969,2.16333,396,EU,FR,FR-CVL,Orléans,no,LFOZ,ORE,https://en.wikipedia.org/wiki/Orl%C3%A9ans_%E2%80%93_Saint-Denis-de-l%27H%C3%B4tel_Airport,1,0,0,[122.4]
37652,28970,LFPA,small_airport,Aérodrome de Persan-Beaumont,49.165798,2.31306,148,EU,FR,FR-IDF,,no,LFPA,,,1,0,0,[119.5]
37656,28972,LFPE,small_airport,Aérodrome de Meaux-Esbly,48.927799,2.83528,217,EU,FR,FR-IDF,,no,LFPE,,,1,0,0,"[126.725, 120.15]"
37662,28975,LFPL,small_airport,Lognes Emerainville,48.821028,2.625967,359,EU,FR,FR-IDF,Paris,no,LFPL,,,1,0,0,"[125.025, 122.125, 118.6]"
37666,28976,LFPP,small_airport,Le Plessis-Belleville Airfield,49.108837,2.736138,387,EU,FR,FR-HDF,Le Plessis-Belleville,no,LFPP,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_du_Plessis-Belleville,1,0,0,[120.4]
37667,28977,LFPQ,small_airport,Aérodrome de Fontenay Trésigny,48.707199,2.90444,371,EU,FR,FR-IDF,Paris,no,LFPQ,,,1,0,0,[120.225]
37674,28981,LFPZ,small_airport,Aérodrome de Saint-Cyr-l'École,48.810355,2.073197,373,EU,FR,FR-IDF,,no,LFPZ,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Saint-Cyr-l%27%C3%89cole,1,0,0,"[118.0, 131.025, 121.95, 118.0]"
37676,4192,LFQA,small_airport,Aérodrome de Reims Prunay,49.208698,4.15658,313,EU,FR,FR-GES,Reims/Prunay,no,LFQA,,,1,0,0,"[134.925, 119.8]"
37688,4200,LFQM,small_airport,Aérodrome de Besançon-La Vèze,47.2066,6.083681,1271,EU,FR,FR-BFC,Besançon/La Vèze,no,LFQM,,https://en.wikipedia.org/wiki/Besan%C3%A7on_%E2%80%93_La_V%C3%A8ze_Aerodrome,1,0,0,[122.2]
37689,28986,LFQN,small_airport,Saint Omer Wizernes Airfield,50.7294444,2.2358333,249,EU,FR,FR-HDF,Saint Omer,no,LFQN,,,1,0,0,[123.5]
37740,4236,LFSP,small_airport,Pontarlier Airfield,46.903999,6.32737,2683,EU,FR,FR-BFC,Pontarlier,no,LFSP,,,1,0,0,[135.7]
37751,4240,LFTF,small_airport,Aérodrome de Cuers-Pierrefeu,43.247799,6.1267,266,EU,FR,FR-PAC,Cuers/Pierrefeu,no,LFTF,,,1,0,0,[118.275]
37760,4243,LFTZ,small_airport,La Môle Airport,43.205399,6.482,59,EU,FR,FR-PAC,La Môle,yes,LFTZ,LTT,https://en.wikipedia.org/wiki/La_M%C3%B4le_%E2%80%93_Saint-Tropez_Airport,1,0,0,[118.125]
37774,29021,LFYG,small_airport,Cambrai Niergnies Airfield,50.142502,3.265,312,EU,FR,FR-HDF,,no,LFYG,,,1,0,0,"[122.925, 119.7, 118.525]"
37779,29026,LFYR,small_airport,Romorantin Pruniers Airfield,47.317543,1.691036,289,EU,FR,FR-CVL,,no,LFYR,,,1,0,0,[119.075]
37784,3141,LG54,small_airport,Tympaki Airport,35.063702,24.767401,7,EU,GR,GR-91,Crete Island,no,,,https://en.wikipedia.org/wiki/Tympaki_Airport,1,0,0,[122.1]
37793,4252,LGAX,small_airport,Alexandria Airport,40.6511001587,22.4887008667,27,EU,GR,GR-53,Alexandria,no,LGAX,,,1,0,0,[123.5]
37800,4256,LGIK,small_airport,Ikaria Airport,37.6827011108,26.3470993042,79,EU,GR,GR-84,Ikaria Island,yes,LGIK,JIK,https://en.wikipedia.org/wiki/Ikaria_Island_National_Airport,1,0,0,"[122.3, 563.7]"
37803,4259,LGKA,small_airport,Kastoria National Airport,40.4463005066,21.2821998596,2167,EU,GR,GR-56,Kastoria,yes,LGKA,KSO,https://en.wikipedia.org/wiki/Kastoria_National_Airport,1,0,0,"[563.7, 118.4]"
37804,4260,LGKC,small_airport,Kithira Airport,36.2742996216,23.0170001984,1045,EU,GR,GR-A1,Kithira Island,yes,LGKC,KIT,https://en.wikipedia.org/wiki/Kithira_Island_National_Airport,1,0,0,"[563.7, 123.25]"
37808,4263,LGKM,small_airport,Amigdhaleon Airport,40.9728012085,24.3414001465,203,EU,GR,GR-55,Filipos,no,LGKM,,,1,0,0,[122.1]
37813,4267,LGKS,small_airport,Kasos Airport,35.4213981628,26.9099998474,35,EU,GR,GR-81,Kasos Island,yes,LGKS,KSJ,https://en.wikipedia.org/wiki/Kassos_Island_Public_Airport,1,0,0,"[563.7, 123.2]"
37817,4270,LGLE,small_airport,Leros Airport,37.184898,26.800301,39,EU,GR,GR-81,Leros Island,yes,LGLE,LRS,https://en.wikipedia.org/wiki/Leros_Municipal_Airport,1,0,0,"[563.7, 124.95]"
37818,4271,LGLM,small_airport,Limnos Airport,39.917098999,25.2362995148,14,EU,GR,GR-83,Limnos Island,yes,LGLM,LXS,https://en.wikipedia.org/wiki/Lemnos_International_Airport,1,0,0,"[563.7, 122.1, 122.1]"
37819,4272,LGLR,small_airport,Larisa Air Base,39.650253,22.4655,241,EU,GR,GR-42,Larisa,no,LGLR,LRA,https://en.wikipedia.org/wiki/Larissa_National_Airport,1,0,0,"[120.55, 120.55]"
37822,4273,LGMG,small_airport,Megara Airport,37.981098175,23.3654003143,12,EU,GR,GR-A1,Megara,no,LGMG,,,1,0,0,[123.5]
37830,30243,LGPA,small_airport,Paros National Airport,37.020495,25.113195,131,EU,GR,GR-82,Paros,yes,LGPA,PAS,https://en.wikipedia.org/wiki/New_Paros_Airport,1,0,0,[125.05]
37831,4276,LGPL,small_airport,Astypalaia Airport,36.5798988342,26.3757991791,165,EU,GR,GR-81,Astypalaia Island,yes,LGPL,JTY,https://en.wikipedia.org/wiki/Astypalaia_Island_National_Airport,1,0,0,"[563.7, 124.85]"
37833,4278,LGRD,small_airport,Maritsa Air Base,36.383099,28.1089,204,EU,GR,GR-81,Rodes Island,no,LGRD,,,1,0,0,"[120.6, 118.1]"
37841,4284,LGSO,small_airport,Syros Airport,37.4227981567,24.9508991241,236,EU,GR,GR-82,Syros Island,yes,LGSO,JSY,https://en.wikipedia.org/wiki/Syros_Island_National_Airport,1,0,0,"[563.7, 118.85]"
37846,4289,LGSY,small_airport,Skiros Airport,38.9676017761,24.4871997833,44,EU,GR,GR-04,Skiros Island,yes,LGSY,SKU,https://en.wikipedia.org/wiki/Skyros_Island_National_Airport,1,0,0,"[563.7, 123.2, 123.2]"
37848,4291,LGTL,small_airport,Kasteli Airport,35.192001,25.327,1180,EU,GR,GR-91,Crete Island,no,LGTL,,https://en.wikipedia.org/wiki/Kasteli_Airport,1,0,0,[122.1]
37849,4292,LGTP,small_airport,Tripolis Airport,37.5306015015,22.4036006927,2113,EU,GR,GR-12,Trípoli,no,LGTP,,,1,0,0,[122.1]
37851,4294,LGTT,small_airport,Tatoi Airport,38.1088981628,23.7838001251,785,EU,GR,GR-A1,Tatoi,no,LGTT,,,1,0,0,"[119.1, 118.5]"
37858,29691,LHBC,small_airport,Békéscsaba Airfield,46.677132,21.161188,286,EU,HU,HU-BE,Békéscsaba,no,LHBC,,https://hu.wikipedia.org/wiki/B%C3%A9k%C3%A9scsabai_rep%C3%BCl%C5%91t%C3%A9r,1,0,0,[123.26]
37869,43033,LHEM,small_airport,Esztergom Airfield,47.758247,18.731164,342,EU,HU,HU-KE,Esztergom,no,LHEM,,,1,0,0,[128.65]
37873,4298,LHFM,small_airport,Fertőszentmiklós Airport,47.582802,16.8454,440,EU,HU,HU-GS,Fertőszentmiklós,no,LHFM,,,1,0,0,[124.45]
37875,31817,LHGD,small_airport,Gödöllő Airport,47.5709991455,19.3386001587,600,EU,HU,HU-PE,Gödöllő,no,LHGD,,,1,0,0,[118.65]
37886,30029,LHKH,small_airport,Kiskunfélegyháza Airfield,46.733101,19.893299,289,EU,HU,HU-BK,Kiskunfélegyháza,no,LHKH,,,1,0,0,"[118.85, 0.0]"
37888,46653,lhkk,small_airport,Kiskunlacháza-airport,47.1688852045,19.0849685669,322,EU,HU,HU-PE,Budapest,no,LHKK,,http://hu.wikipedia.org/wiki/Kiskunlacházi_repülőtér,1,0,0,"[124.025, 124.025]"
37896,4300,LHNY,small_airport,Nyíregyháza Airport,47.9838981628,21.6923007965,338,EU,HU,HU-SZ,Nyíregyháza,no,LHNY,,,1,0,0,[127.6]
37903,4304,LHSA,small_airport,Szentkirályszabadja Airport,47.0778999329,17.9683990479,919,EU,HU,HU-VE,Szentkirályszabadja,no,LHSA,,,1,0,0,[127.0]
37917,30454,LHUD,small_airport,Szeged Airfield,46.246895,20.090799,249,EU,HU,HU-CS,Szeged,no,LHUD,,https://en.wikipedia.org/wiki/Szeged_Airport,1,0,0,[122.81]
37918,318138,LHUH,small_airport,Úrhida,47.1263889,18.3116667,633,EU,HU,HU-FE,Sárszentmihály,no,LHUH,,,1,0,0,[135.7]
37923,317407,LIAA,small_airport,"Aviosuperficie ""Alvaro Leonardi""",42.573333,12.584444,374,EU,IT,IT-55,Terni,no,LIAA,,,1,0,0,[128.45]
37926,4307,LIAP,small_airport,L'Aquila–Preturo Airport,42.379902,13.3092,2211,EU,IT,IT-65,L'Aquila,no,LIAP,QAQ,https://en.wikipedia.org/wiki/L%27Aquila%E2%80%93Preturo_Airport,1,0,0,[122.5]
37929,316448,LIAT,small_airport,Aviosuperficie Valdera/Capannoli,43.5919444444,10.6955555556,39,EU,IT,IT-52,Capannoli,no,LIAT,,,1,0,0,[119.0]
37954,4326,LIDA,small_airport,Asiago Airport,45.886902,11.5169,3409,EU,IT,IT-34,Vicenza,no,LIDA,,,1,0,0,[122.6]
37957,4327,LIDE,small_airport,Reggio Emilia Airport,44.698299,10.6628,152,EU,IT,IT-45,Reggio Emilia,no,LIDE,,,1,0,0,[127.15]
37958,29418,LIDF,small_airport,Fano Airport,43.824032,13.02588,54,EU,IT,IT-57,Fano (PS),no,LIDF,,https://en.wikipedia.org/wiki/Fano_Airport,1,0,0,[119.65]
37959,29419,LIDG,small_airport,Lugo Di Romagna Airport,44.398201,11.8548,62,EU,IT,IT-45,Lugo,no,LIDG,,,1,0,0,[119.65]
37965,29422,LIDP,small_airport,Pavullo Airport,44.322399,10.8317,2244,EU,IT,IT-45,Pavullo (MO),no,LIDP,,,1,0,0,[124.98]
37966,4328,LIDR,small_airport,Ravenna Airport,44.36391,12.224978,1,EU,IT,IT-45,Ravenna,no,LIDR,RAN,https://en.wikipedia.org/wiki/Ravenna%20Airport,1,0,0,[123.505]
37976,29424,LIER,small_airport,Oristano-Fenosu Airport,39.895308,8.642661,36,EU,IT,IT-88,Oristano,no,LIER,FNU,http://it.wikipedia.org/wiki/Aeroporto_di_Oristano-Fenosu,1,0,0,"[118.75, 122.6]"
37984,4336,LILH,small_airport,Voghera-Rivanazzano Airport,44.952,9.01653,423,EU,IT,IT-25,Voghera (PV),no,LILH,,,1,0,0,[123.0]
37989,29430,LILQ,small_airport,Massa Cinquale Airfield,43.986004,10.1428,13,EU,IT,IT-52,Marina Di Massa (MS),no,LILQ,,,1,0,0,[120.35]
37993,29432,LILV,small_airport,Valbrembo Airport,45.720798,9.59347,745,EU,IT,IT-25,Bergamo (BG),no,LILV,,,1,0,0,[122.605]
37996,4339,LIMB,small_airport,Milano-Bresso Airfield,45.542198,9.20333,484,EU,IT,IT-25,Milano,no,LIMB,,https://en.wikipedia.org/wiki/Bresso_Airport,1,0,0,"[0.514, 122.0]"
38010,319115,LINF,small_airport,Fermano Airfield,43.22652,13.74252,49,EU,IT,IT-57,Fermo (AP),no,LINF,,,1,0,0,[130.0]
38024,4359,LIPN,small_airport,Verona-Boscomantico Airfield,45.472,10.9279,286,EU,IT,IT-34,Verona,no,LIPN,,,1,0,0,[125.25]
38031,29438,LIPV,small_airport,Venice-Lido Airport,45.428299,12.3881,13,EU,IT,IT-34,Venezia,no,LIPV,,https://en.wikipedia.org/wiki/Venice-Lido_Airport,1,0,0,[118.525]
38036,316455,LIQG,small_airport,Aviosuperficie Cecina,43.2844444,10.5227778,,EU,IT,IT-52,Cecina,no,LIQG,,,1,0,0,[130.0]
38060,308672,LIVV,small_airport,Aviosuperficie Moncucco,45.344613,7.919072,781,EU,IT,IT-21,Vische (TO),no,LIVV,,,1,0,0,[118.95]
38061,29648,LJAJ,small_airport,Ajdovščina Airfield,45.889198,13.8869,381,EU,SI,SI-001,Ajdovscina,no,LJAJ,,https://en.wikipedia.org/wiki/Ajdov%C5%A1%C4%8Dina_Airport,1,0,0,[123.505]
38062,30071,LJBL,small_airport,Lesce-Bled Airport,46.357201,14.1739,1654,EU,SI,SI-003,Bled,no,LJBL,,,1,0,0,[122.505]
38063,29721,LJBO,small_airport,Bovec Airfield,46.329017,13.550231,1417,EU,SI,SI-006,Bovec,no,LJBO,,,1,0,0,[123.505]
38065,29766,LJCL,small_airport,Letališče Celje,46.245601654,15.2230997,801,EU,SI,SI-011,Celje,no,LJCL,,,1,0,0,[128.8]
38066,44770,LJDI,small_airport,Divača Airfield,45.6819,14.0028,1420,EU,SI,SI-019,,no,LJDI,,,1,0,0,[123.505]
38069,30174,LJMS,small_airport,Murska Sobota Airport,46.6293983459,16.1749992371,600,EU,SI,SI-080,Murska Sobota,no,LJMS,,,1,0,0,[123.5]
38070,44771,LJNM,small_airport,Novo Mesto Airport,45.8102989197,15.1127004623,572,EU,SI,SI-085,Novo mesto,no,LJNM,,,1,0,0,[123.5]
38071,44903,LJPO,small_airport,Postojna Airfield,45.7522010803,14.1947002411,,EU,SI,SI-094,Postojna,no,LJPO,,,1,0,0,[123.5]
38072,44772,LJPT,small_airport,Ptuj Airfield,46.42709,15.98609,689,EU,SI,SI-096,,no,LJPT,,,1,0,0,[122.5]
38074,4389,LJSG,small_airport,Slovenj Gradec Airport,46.4720001221,15.1169996262,1645,EU,SI,SI-112,Slovenc Gradec,no,LJSG,,,1,0,0,[123.5]
38076,30523,LJVE,small_airport,Šoštanj Airport,46.3974990845,15.04529953,1283,EU,SI,SI-126,Sostanj,no,LJSO,,,1,0,0,[122.1]
38082,29722,LKBA,small_airport,Břeclav Airport,48.7900009155,16.8924999237,531,EU,CZ,CZ-JM,Břeclav,no,LKBA,,,1,0,0,[119.655]
38084,29696,LKBE,small_airport,Benešov Airport,49.7407989502,14.6447000504,1319,EU,CZ,CZ-ST,Benešov,no,LKBE,,,1,0,0,[118.005]
38086,29714,LKBO,small_airport,Bohuňovice Airport,49.6706008911,17.2950000763,771,EU,CZ,CZ-OL,Bohuňovice,no,LKBO,,,1,0,0,[118.28]
38087,29728,LKBR,small_airport,Broumov Airport,50.5619010925,16.3428001404,1342,EU,CZ,CZ-KR,Broumov,no,LKBR,,https://en.wikipedia.org/wiki/Broumov_Airport,1,0,0,[123.49]
38088,29731,LKBU,small_airport,Bubovice Airfield,49.9744,14.1781,1401,EU,CZ,CZ-ST,Bubovice,no,LKBU,,,1,0,0,[134.305]
38090,29778,LKCB,small_airport,Cheb Airport,50.0661010742,12.4117002487,1585,EU,CZ,CZ-KA,Cheb,no,LKCB,,https://en.wikipedia.org/wiki/Cheb_Airport,1,0,0,[122.205]
38091,29773,LKCE,small_airport,Česká Lípa Airport,50.709400177,14.5666999817,932,EU,CZ,CZ-LI,Česká Lípa,no,LKCE,,,1,0,0,[123.59]
38092,29784,LKCH,small_airport,Chomutov Airfield,50.468899,13.4681,1132,EU,CZ,CZ-US,Chomutov,no,LKCH,,,1,0,0,"[123.6, 123.605]"
38094,30127,LKCM,small_airport,Medlánky Airfield,49.236698,16.555,853,EU,CZ,CZ-JM,Medlánky,no,LKCM,,,1,0,0,[122.405]
38096,29786,LKCR,small_airport,Chrudim Airport,49.9364013672,15.7805995941,981,EU,CZ,CZ-PA,Chrudim,no,LKCR,,,1,0,0,[122.805]
38097,4393,LKCS,small_airport,České Budějovice Airport,48.9463996887,14.4274997711,1417,EU,CZ,CZ-JC,České Budějovice,no,LKCS,,,1,0,0,"[129.25, 135.93]"
38098,29785,LKCT,small_airport,Chotěboř Airport,49.685798645,15.6760997772,1949,EU,CZ,CZ-VY,Chotěboř,no,LKCT,,,1,0,0,[122.205]
38100,29836,LKDK,small_airport,Dvůr Králové Nad Labem Airport,50.4141998291,15.8368997574,932,EU,CZ,CZ-KR,Dvůr Králové Nad Labem,no,LKDK,,,1,0,0,[119.61]
38101,29855,LKER,small_airport,Erpužice Airport,49.8027992249,13.0381002426,1572,EU,CZ,CZ-PL,Erpužice,no,LKER,,,1,0,0,[123.49]
38102,29881,LKFR,small_airport,Frýdlant Airfield,49.589401,18.3792,1440,EU,CZ,CZ-MO,Frýdlant,no,LKFR,,,1,0,0,[123.49]
38103,29940,LKHB,small_airport,Havlíčkův Brod Airport,49.5971984863,15.549200058,1519,EU,CZ,CZ-VY,Havlíčkův Brod,no,LKHB,,https://en.wikipedia.org/wiki/Havl%C3%AD%C4%8Dk%C5%AFv_Brod_Airport,1,0,0,"[120.9, 128.905]"
38104,29960,LKHC,small_airport,Hořice Airport,50.3572006226,15.5767002106,922,EU,CZ,CZ-KR,Hořice,no,LKHC,,,1,0,0,[120.315]
38105,29952,LKHD,small_airport,Hodkovice Nad Mohelkou Airport,50.6571998596,15.0777997971,1480,EU,CZ,CZ-LI,Hodkovice Nad Mohelkou,no,LKHD,,,1,0,0,[120.905]
38106,4395,LKHK,small_airport,Hradec Králové Airport,50.253201,15.8452,791,EU,CZ,CZ-KR,Hradec Králové,no,LKHK,,https://en.wikipedia.org/wiki/Hradec_Kr%C3%A1lov%C3%A9_Airport,1,0,0,"[122.0, 122.005]"
38107,29965,LKHN,small_airport,Hranice Airport,49.5461,17.7043991,797,EU,CZ,CZ-OL,Hranice,no,LKHN,,,1,0,0,[123.51]
38110,29961,LKHS,small_airport,Hosin Airport,49.0400009155,14.4949998856,1621,EU,CZ,CZ-JC,Hosin,no,LKHS,,,1,0,0,"[130.2, 130.205]"
38111,4396,LKHV,small_airport,Hořovice Airport,49.8480987549,13.8935003281,1214,EU,CZ,CZ-ST,Hořovice,no,LKHV,,,1,0,0,"[127.125, 122.6, 135.58, 135.575]"
38112,29989,LKJA,small_airport,Jaroměř Airport,50.331401825,15.9539003372,889,EU,CZ,CZ-KR,Jaroměř,no,LKJA,,,1,0,0,[119.105]
38113,29993,LKJC,small_airport,Jičín Airport,50.43,15.3331,863,EU,CZ,CZ-KR,Jičín,no,LKJC,,https://en.wikipedia.org/wiki/Jičín_Airport,1,0,0,"[118.08, 118.08]"
38114,29995,LKJH,small_airport,Jindřichův Hradec Airport,49.1502990723,14.9710998535,1667,EU,CZ,CZ-JC,Jindřichův Hradec,no,LKJH,,,1,0,0,[123.605]
38115,29994,LKJI,small_airport,Jihlava Airport,49.4193992615,15.6352996826,1821,EU,CZ,CZ-VY,Jihlava,no,LKJI,,,1,0,0,"[123.5, 123.49]"
38116,30046,LKKA,small_airport,Křižanov Airport,49.3683013916,16.1161003113,1831,EU,CZ,CZ-VY,Křižanov,no,LKKA,,,1,0,0,[133.155]
38119,30030,LKKL,small_airport,Kladno Airfield,50.112801,14.0897,1421,EU,CZ,CZ-ST,Kladno,no,LKKL,,,1,0,0,[123.48]
38120,30049,LKKM,small_airport,Kroměříž Airfield,49.285599,17.4158,620,EU,CZ,CZ-ZL,Kroměříž,no,LKKM,,,1,0,0,[122.205]
38121,30035,LKKO,small_airport,Kolín Airfield,50.0019,15.1733,932,EU,CZ,CZ-ST,Kolín,no,LKKO,,,1,0,0,[129.155]
38122,30048,LKKR,small_airport,Krnov Airfield,50.0742,17.6947,1230,EU,CZ,CZ-MO,Krnov,no,LKKR,,,1,0,0,[122.61]
38123,30033,LKKT,small_airport,Klatovy Airfield,49.418301,13.3219,1299,EU,CZ,CZ-PL,Klatovy,no,LKKT,,,1,0,0,[122.21]
38126,30052,LKKY,small_airport,Kyjov Airfield,48.98,17.124701,689,EU,CZ,CZ-JM,Kyjov,no,LKKY,,,1,0,0,[130.61]
38127,30076,LKLB,small_airport,Liberec Airport,50.7682991028,15.0249996185,1329,EU,CZ,CZ-LI,Liberec,no,LKLB,,,1,0,0,[122.605]
38129,30074,LKLT,small_airport,Letňany Airfield,50.131401,14.5256,909,EU,CZ,CZ-PR,Letňany,no,LKLT,,,1,0,0,"[120.325, 120.335]"
38130,30145,LKMB,small_airport,Mladá Boleslav Airport,50.3983,14.8983,781,EU,CZ,CZ-ST,Mladá Boleslav,no,LKMB,,,1,0,0,"[123.61, 123.61]"
38131,4401,LKMH,small_airport,Mnichovo Hradiště Airport,50.5401992798,15.0066003799,800,EU,CZ,CZ-ST,Mnichovo Hradiště,no,LKMH,,,1,0,0,"[130.2, 120.405]"
38132,30137,LKMI,small_airport,Mikulovice Airfield,50.301701,17.297501,1381,EU,CZ,CZ-OL,Mikulovice,no,LKMI,,,1,0,0,[123.51]
38133,30161,LKMK,small_airport,Moravská Třebová Airport,49.798302,16.687799,1322,EU,CZ,CZ-PA,Moravská Třebová,no,LKMK,,,1,0,0,[130.54]
38134,30165,LKMO,small_airport,Most Airport,50.5250015259,13.6830997467,1089,EU,CZ,CZ-US,Most,no,LKMO,,,1,0,0,"[123.5, 118.76]"
38135,30118,LKMR,small_airport,Mariánské Lázně Airport,49.9227981567,12.7246999741,1772,EU,CZ,CZ-KA,Mariánské Lázně,no,LKMR,MKA,https://en.wikipedia.org/wiki/Mari%C3%A1nsk%C3%A9_L%C3%A1zn%C4%9B_Airport,1,0,0,[120.9]
38138,30194,LKNM,small_airport,Nove Mesto Airport,50.364200592,16.1135997772,1001,EU,CZ,CZ-KR,Nové Město Nad Metují Moravě,no,LKNM,,,1,0,0,[123.405]
38140,30212,LKOL,small_airport,Olomouc Airport,49.587799,17.2108,869,EU,CZ,CZ-OL,Olomouc,no,LKOL,OLO,https://cs.wikipedia.org/wiki/Letiště_Olomouc,1,0,0,[118.005]
38142,30276,LKPA,small_airport,Policka Airport,49.7393989563,16.2588996887,1982,EU,CZ,CZ-PA,Policka,no,LKPA,,,1,0,0,[122.59]
38143,4404,LKPC,small_airport,Panensky Tynec Airport,50.306098938,13.9342002869,1207,EU,CZ,CZ-US,Panensky Tynec,no,LKPC,,,1,0,0,"[118.575, 118.58]"
38145,30290,LKPI,small_airport,Pribyslav Airport,49.5807991028,15.7628002167,1739,EU,CZ,CZ-VY,Pribyslav,no,LKPI,,,1,0,0,[123.61]
38146,30296,LKPJ,small_airport,Prostejov Airport,49.4477996826,17.1338996887,699,EU,CZ,CZ-OL,Prostejov,no,LKPJ,,,1,0,0,[126.905]
38147,316441,LKPK,small_airport,Písek UL,49.339444,14.113889,1351,EU,CZ,CZ-JC,Písek,no,LKPK,,,1,0,0,[125.825]
38148,30073,LKPL,small_airport,Letkov Airport,49.7230987549,13.4521999359,1371,EU,CZ,CZ-PL,Letkov,no,LKPL,,,1,0,0,[130.61]
38149,4406,LKPM,small_airport,Pribram Airport,49.7201,14.1006,1529,EU,CZ,CZ-ST,Pribram,no,LKPM,,,1,0,0,[118.755]
38150,30274,LKPN,small_airport,Podhořany Airport,49.939201355,15.5496997833,1250,EU,CZ,CZ-PA,Podhořany,no,LKPN,,,1,0,0,[123.59]
38153,30270,LKPS,small_airport,Plasy Rybnice Airport,49.92029953,13.3768997192,1430,EU,CZ,CZ-PL,Rybnice,no,LKPS,,,1,0,0,[123.59]
38155,30319,LKRA,small_airport,Rana Loumy Airport,50.4039001465,13.7518997192,879,EU,CZ,CZ-US,Raná,no,LKRA,,,1,0,0,[126.855]
38156,30318,LKRK,small_airport,Rakovnik Airfield,50.0942,13.6889,1270,EU,CZ,CZ-ST,Rakovnik,no,LKRK,,,1,0,0,[123.51]
38157,30350,LKRO,small_airport,Roudnice Airport,50.41059875,14.2261,732,EU,CZ,CZ-US,Roudnice nad Labem,no,LKRO,,,1,0,0,[122.205]
38158,316164,LKRY,small_airport,Rokycany,49.751944,13.589722,1329,EU,CZ,CZ-PL,,no,LKRY,,,1,0,0,[119.66]
38159,30435,LKSA,small_airport,Staňkov Airport,49.566667,13.048611,1404,EU,CZ,CZ-PL,Staňkov,no,LKSA,,,1,0,0,[123.61]
38160,30437,LKSB,small_airport,Stichovice Pluml Airport,49.4860992432,17.0555992126,840,EU,CZ,CZ-OL,Mostkovice,no,LKSB,,,1,0,0,[120.68]
38161,30420,LKSK,small_airport,Skuteč Airfield,49.827801,16.0058,1601,EU,CZ,CZ-PA,Skuteč,no,LKSK,,,1,0,0,[123.51]
38162,30421,LKSN,small_airport,Slaný Airport,50.2167015076,14.0886001587,1079,EU,CZ,CZ-ST,Slaný,no,LKSN,,,1,0,0,[122.405]
38163,30425,LKSO,small_airport,Soběslav,49.2467002869,14.7136001587,1342,EU,CZ,CZ-JC,Soběslav,no,LKSO,,,1,0,0,[122.19]
38165,30443,LKSR,small_airport,Strunkovice Airport,49.0825004578,14.075799942,1572,EU,CZ,CZ-JC,Strunkovice,no,LKSR,,,1,0,0,[123.505]
38166,30440,LKST,small_airport,Strakonice Airport,49.251701355,13.8928003311,1381,EU,CZ,CZ-JC,Strakonice,no,LKST,,,1,0,0,[118.76]
38167,30447,LKSU,small_airport,Šumperk Airport,49.9606018066,17.0177993774,1099,EU,CZ,CZ-OL,Šumperk,no,LKSU,,,1,0,0,[122.605]
38168,30398,LKSZ,small_airport,Letiště Sazená,50.324699,14.2589,761,EU,CZ,CZ-ST,Sazená,no,LKSZ,,,1,0,0,[119.64]
38169,30458,LKTA,small_airport,Tábor Airport,49.3911018372,14.7082996368,1440,EU,CZ,CZ-JC,Tábor,no,LKTA,,,1,0,0,[122.61]
38171,30487,LKTC,small_airport,Točná Airfield,49.9852982,14.4260998,1027,EU,CZ,CZ-PR,Tocna,no,LKTC,,https://cs.wikipedia.org/wiki/Leti%C5%A1t%C4%9B_To%C4%8Dn%C3%A1,1,0,0,"[123.4, 123.41]"
38172,30461,LKTD,small_airport,Letiště Tachov,49.797798,12.7069,1640,EU,CZ,CZ-PL,Tachov,no,LKTD,,,1,0,0,[123.405]
38173,30490,LKTO,small_airport,Toužim Airfield,50.086399,12.9528,2139,EU,CZ,CZ-KA,Toužim,no,LKTO,,,1,0,0,[122.605]
38175,30513,LKUL,small_airport,Usti Nad Labem Airfield,50.699699,13.9697,791,EU,CZ,CZ-US,Usti Nad Labem,no,LKUL,,,1,0,0,[123.405]
38176,30512,LKUO,small_airport,Letiště Ústí Nad Orlicí,49.9786,16.426399,1342,EU,CZ,CZ-PA,Ústí nad Orlicí,no,LKUO,,,1,0,0,[122.21]
38177,30537,LKVL,small_airport,Vlašim Airfield,49.728901,14.8789,1421,EU,CZ,CZ-ST,Vlašim,no,LKVL,,,1,0,0,[119.655]
38178,30545,LKVM,small_airport,Letiště Vysoké Mýto,49.926899,16.185801,991,EU,CZ,CZ-PA,Vysoké Mýto,no,LKVM,,,1,0,0,[130.605]
38180,30524,LKVP,small_airport,Letiště Velké Poříčí,50.4678,16.205601,1322,EU,CZ,CZ-KR,Velke Porici,no,LKVP,,,1,0,0,[122.19]
